time,Acceleration_x,Acceleration_y,Acceleration_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,magnetic_x,magnetic_y,magnetic_z,
12:15:08.931 , -0.17, -0.03, 0.09, 6.96, -1.89, 2.87, 35.73, 282.33, 73.06, 
12:15:08.944 , 0.01, -0.07, -0.15, -5.92, 4.52, -2.14, 35.73, 282.33, 73.06, 
12:15:08.959 , -0.05, 0.05, 0.23, 0.49, -4.15, 3.17, 25.01, 271.47, 93.93, 
12:15:08.976 , -0.23, 0.02, -0.02, 6.53, 0.67, -0.49, 25.01, 271.47, 93.93, 
12:15:08.989 , 0.06, -0.00, -0.13, -5.74, 2.14, -1.40, 12.50, 266.04, 71.32, 
12:15:09.005 , -0.06, 0.04, 0.17, -1.71, -6.53, 1.89, 12.50, 266.04, 71.32, 
12:15:09.018 , -0.03, -0.05, -0.12, 4.52, 2.44, -1.40, 33.94, 305.86, 46.97, 
12:15:09.049 , 0.04, -0.14, 0.05, 0.31, 0.12, 2.32, 33.94, 305.86, 46.97, 
12:15:09.051 , -0.15, -0.07, 0.19, -3.42, -3.17, 2.32, 39.30, 275.09, 100.89, 
12:15:09.085 , -0.05, 0.10, -0.11, 0.49, 3.60, -2.62, 39.30, 275.09, 100.89, 
12:15:09.116 , -0.05, -0.04, 0.14, 1.83, -3.05, 3.30, 30.37, 276.90, 88.72, 
12:15:09.177 , -0.19, 0.00, 0.00, -1.10, -0.55, -0.37, 39.30, 264.23, 104.37, 
12:15:09.181 , 0.11, 0.02, -0.16, -2.87, 1.77, -2.81, 14.29, 282.33, 66.10, 
12:15:09.183 , 0.04, -0.06, 0.17, 1.53, -5.80, 3.97, 25.01, 267.85, 86.98, 
12:15:09.190 , -0.12, -0.12, -0.16, 1.28, 1.95, -1.04, 41.09, 284.14, 64.36, 
12:15:09.190 , -0.01, -0.08, 0.11, -10.19, 1.34, 0.49, 30.37, 302.24, 43.49, 
12:15:09.190 , -0.12, 0.05, 0.23, 1.40, -4.52, 3.11, 32.15, 275.09, 86.98, 
12:15:09.190 , -0.06, -0.09, -0.23, -13.12, 4.39, -2.32, 33.94, 276.90, 67.84, 
12:15:09.204 , 0.04, -0.05, 0.06, -8.12, -1.65, 1.83, 33.94, 276.90, 67.84, 
12:15:09.238 , -0.16, 0.06, 0.06, 15.87, -3.05, -0.61, 42.87, 307.67, 34.79, 
12:15:09.241 , 0.11, 0.04, -0.15, 9.89, 3.05, -1.77, 42.87, 307.67, 34.79, 
12:15:09.243 , -0.01, -0.12, 0.18, 1.34, -4.46, 4.64, 21.44, 260.61, 83.50, 
12:15:09.295 , -0.14, -0.05, 0.01, -0.67, 1.28, -0.79, 21.44, 260.61, 83.50, 
12:15:09.297 , -0.02, 0.01, 0.09, 0.12, 2.14, 0.37, 14.29, 271.47, 100.89, 
12:15:09.302 , -0.12, 0.02, 0.07, 3.05, -5.98, 3.91, 14.29, 271.47, 100.89, 
12:15:09.306 , -0.05, 0.08, -0.22, -0.67, 4.09, -2.69, 17.86, 300.43, 52.19, 
12:15:09.323 , 0.06, -0.00, 0.08, -4.21, -2.50, 0.43, 17.86, 300.43, 52.19, 
12:15:09.334 , -0.08, -0.05, 0.08, 2.08, -4.52, 1.46, 46.45, 278.71, 62.62, 
12:15:09.349 , 0.06, -0.06, -0.21, 0.79, 3.97, -1.71, 46.45, 278.71, 62.62, 
12:15:09.364 , -0.01, -0.08, 0.26, -4.64, -3.66, 3.54, 23.22, 258.80, 88.72, 
12:15:09.379 , -0.22, -0.06, 0.10, 1.77, -0.31, -0.37, 23.22, 258.80, 88.72, 
12:15:09.394 , 0.02, 0.04, -0.09, 1.83, 2.81, -0.43, 16.08, 269.66, 92.19, 
12:15:09.409 , -0.04, 0.02, 0.07, -2.87, -5.25, 3.42, 16.08, 269.66, 92.19, 
12:15:09.424 , -0.06, 0.12, -0.14, -0.92, 1.71, -3.91, 44.66, 305.86, 50.45, 
12:15:09.439 , 0.07, -0.07, 0.07, 1.40, -0.73, 1.34, 44.66, 305.86, 50.45, 
12:15:09.455 , -0.10, -0.12, 0.09, 0.61, -4.46, 2.87, 28.58, 293.19, 73.06, 
12:15:09.470 , -0.04, -0.03, -0.11, -2.38, 4.03, -2.50, 28.58, 293.19, 73.06, 
12:15:09.484 , -0.02, -0.07, 0.23, -0.18, -3.30, 3.36, 30.37, 255.18, 92.19, 
12:15:09.499 , -0.20, 0.00, 0.03, 3.54, -1.16, 0.61, 30.37, 255.18, 92.19, 
12:15:09.536 , 0.05, 0.06, -0.17, -2.44, 4.46, -1.71, 17.86, 271.47, 76.54, 
12:15:09.538 , -0.02, 0.09, 0.18, -3.36, -6.59, 1.95, 17.86, 271.47, 76.54, 
12:15:09.545 , -0.07, -0.06, -0.09, 3.54, 1.10, -2.01, 37.51, 316.72, 33.05, 
12:15:09.580 , 0.05, -0.05, 0.04, -6.71, 1.10, 1.16, 37.51, 316.72, 33.05, 
12:15:09.582 , -0.10, -0.01, 0.23, 6.90, -4.39, 2.75, 30.37, 269.66, 92.19, 
12:15:09.589 , -0.05, -0.07, -0.10, -6.71, 3.30, -2.44, 30.37, 269.66, 92.19, 
12:15:09.625 , 0.01, -0.05, 0.09, -8.00, -1.77, 3.30, 30.37, 255.18, 85.24, 
12:15:09.627 , -0.18, -0.01, 0.05, 15.20, -0.37, 0.98, 30.37, 255.18, 85.24, 
12:15:09.636 , 0.03, 0.03, -0.13, -1.46, 2.93, -2.99, 26.80, 295.00, 53.93, 
12:15:09.669 , 0.03, -0.08, 0.17, 2.08, -5.49, 3.36, 26.80, 295.00, 53.93, 
12:15:09.671 , -0.16, -0.04, -0.10, 1.59, 0.55, -0.67, 39.30, 296.81, 31.31, 
12:15:09.679 , 0.00, -0.08, 0.07, -3.66, 2.32, -0.49, 39.30, 296.81, 31.31, 
12:15:09.714 , -0.09, -0.03, 0.26, 0.18, -5.68, 3.91, 33.94, 255.18, 81.76, 
12:15:09.716 , -0.09, 0.04, -0.20, 3.85, 3.48, -1.71, 33.94, 255.18, 81.76, 
12:15:09.744 , 0.09, -0.02, 0.09, -5.19, 0.18, 1.65, 41.09, 273.28, 85.24, 
12:15:09.746 , -0.15, 0.04, 0.12, -1.71, -4.88, 0.37, 41.09, 273.28, 85.24, 
12:15:09.784 , 0.01, 0.04, -0.16, -6.16, 3.42, -2.87, 35.73, 293.19, 52.19, 
12:15:09.786 , 0.03, -0.01, 0.12, -4.52, -4.46, 3.17, 35.73, 293.19, 52.19, 
12:15:09.789 , -0.17, -0.01, 0.06, 13.12, -0.12, -0.37, 39.30, 289.57, 59.14, 
12:15:09.822 , 0.07, 0.02, 0.01, -1.59, 2.93, -0.31, 39.30, 289.57, 59.14, 
12:15:09.823 , -0.10, -0.01, 0.11, 2.26, -5.92, 4.58, 28.58, 256.99, 104.37, 
12:15:09.863 , -0.05, -0.05, -0.16, -0.61, 3.78, -2.14, 28.58, 256.99, 104.37, 
12:15:09.863 , 0.02, 0.04, 0.08, -3.11, -0.12, 0.12, 33.94, 284.14, 71.32, 
12:15:09.866 , -0.17, 0.04, 0.13, 3.66, -5.31, 1.59, 33.94, 284.14, 71.32, 
12:15:09.925 , -0.02, 0.01, -0.24, 1.04, 3.48, -2.32, 41.09, 320.34, 40.01, 
12:15:09.928 , 0.06, -0.16, 0.16, -3.60, -3.36, 2.62, 41.09, 320.34, 40.01, 
12:15:09.942 , -0.18, -0.07, 0.14, 2.20, -2.01, 0.92, 62.52, 269.66, 81.76, 
12:15:09.945 , 0.04, 0.01, -0.19, 1.59, 3.54, -0.67, 62.52, 269.66, 81.76, 
12:15:09.947 , -0.03, -0.01, 0.16, -4.27, -4.52, 3.23, 25.01, 271.47, 90.46, 
12:15:09.961 , -0.16, 0.06, -0.04, 0.12, 1.22, -2.26, 25.01, 256.99, 90.46, 
12:15:09.965 , 0.02, 0.11, 0.02, -7.81, 0.79, -0.73, 21.44, 278.71, 66.10, 
12:15:09.980 , -0.11, 0.01, 0.05, -0.61, -5.86, 2.56, 28.58, 264.23, 93.93, 
12:15:09.995 , 0.00, -0.10, -0.18, -1.83, 3.36, -3.11, 46.45, 296.81, 55.66, 
12:15:10.010 , 0.07, -0.08, 0.18, 0.06, -2.56, 2.99, 50.02, 296.81, 55.66, 
12:15:10.024 , -0.18, 0.01, 0.06, 16.36, -1.95, 2.56, 28.58, 271.47, 83.50, 
12:15:10.044 , 0.02, -0.05, -0.15, -4.03, 5.13, -2.08, 14.29, 278.71, 66.10, 
12:15:10.053 , -0.05, 0.05, 0.26, 0.06, -4.88, 3.42, 14.29, 278.71, 66.10, 
12:15:10.069 , -0.22, 0.02, -0.06, 4.58, 0.55, -1.40, 33.94, 305.86, 36.53, 
12:15:10.084 , 0.04, -0.02, -0.11, -17.15, 1.34, -0.61, 33.94, 305.86, 36.53, 
12:15:10.100 , -0.05, 0.02, 0.19, 4.21, -6.23, 2.01, 44.66, 284.14, 64.36, 
12:15:10.114 , -0.03, -0.09, -0.15, -4.64, 2.50, -1.71, 44.66, 284.14, 64.36, 
12:15:10.128 , 0.04, -0.07, 0.05, -5.00, -0.73, 2.75, 32.15, 271.47, 97.41, 
12:15:10.144 , -0.18, 0.00, 0.16, 11.29, -1.22, 2.01, 32.15, 271.47, 97.41, 
12:15:10.159 , -0.04, 0.01, -0.09, -1.34, 3.72, -2.26, 28.58, 293.19, 55.66, 
12:15:10.173 , -0.03, -0.05, 0.13, 0.06, -3.42, 2.44, 28.58, 293.19, 55.66, 
12:15:10.188 , -0.21, -0.03, -0.09, 14.16, -0.49, 0.12, 37.51, 302.24, 50.45, 
12:15:10.204 , 0.08, -0.07, -0.06, -2.50, 2.87, -2.87, 37.51, 302.24, 50.45, 
12:15:10.218 , 0.02, -0.08, 0.22, 1.10, -6.71, 4.52, 37.51, 284.14, 102.63, 
12:15:10.234 , -0.08, -0.06, -0.15, 4.27, 2.93, -0.79, 37.51, 284.14, 102.63, 
12:15:10.249 , 0.02, -0.05, 0.11, -5.55, 1.77, 0.98, 37.51, 266.04, 88.72, 
