time,Acceleration_x,Acceleration_y,Acceleration_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,magnetic_x,magnetic_y,magnetic_z,
11:59:41.431 , 0.08, 0.35, -0.17, 48.71, -2.08, 0.37, 8.93, 1037.02, -499.24, 
11:59:41.467 , 0.21, 0.24, -0.11, -18.01, -6.29, 2.20, 8.93, 1037.02, -499.24, 
11:59:41.469 , 0.21, -0.37, -0.08, -29.05, 2.14, -0.18, 44.66, 1022.54, -527.08, 
11:59:41.476 , 0.29, 0.01, -0.37, 15.99, 2.87, -0.37, 44.66, 1022.54, -527.08, 
11:59:41.511 , 0.21, 0.11, -0.12, -3.54, -1.59, 1.22, 10.72, 1024.35, -504.46, 
11:59:41.511 , 0.10, 0.01, -0.02, -28.32, -4.39, 0.12, 10.72, 1024.35, -504.46, 
11:59:41.519 , -0.14, 0.07, -0.03, 52.67, 0.67, 1.28, 42.87, 1031.59, -532.29, 
11:59:41.534 , -0.05, -0.05, -0.16, 3.85, 1.22, 1.59, 42.87, 1031.59, -532.29, 
11:59:41.549 , -0.22, 0.09, 0.07, -54.26, 1.28, -1.10, -7.15, 1042.45, -507.94, 
11:59:41.582 , -0.43, 0.10, 0.40, 15.20, -3.48, 0.12, -7.15, 1042.45, -507.94, 
11:59:41.583 , -0.43, 0.10, 0.31, 24.41, -2.26, 2.93, 41.09, 1026.16, -530.56, 
11:59:41.594 , -0.42, -0.10, 0.14, -27.22, 2.14, -0.73, 41.09, 1026.16, -530.56, 
11:59:41.609 , -0.32, -0.07, 0.21, -1.34, 1.89, -0.43, 3.57, 1046.07, -518.38, 
11:59:41.624 , -0.29, 0.14, 0.25, 33.02, -3.36, 2.08, 3.57, 1046.07, -518.38, 
11:59:41.659 , -0.16, 0.14, 0.15, -17.88, -3.72, 0.92, 60.74, 1017.11, -525.34, 
11:59:41.672 , -0.07, -0.22, -0.07, 13.49, -0.06, 0.12, 60.74, 1017.11, -525.34, 
11:59:41.674 , 0.33, 0.08, -0.40, 7.45, 0.61, 1.04, -19.65, 1044.26, -506.20, 
11:59:41.686 , 0.35, 0.06, -0.21, -29.91, -2.62, 0.00, -19.65, 1044.26, -506.20, 
11:59:41.720 , 0.25, 0.15, -0.09, -4.94, -3.60, 0.24, 37.51, 1008.06, -516.64, 
11:59:41.721 , 0.23, -0.07, -0.29, 45.90, 0.49, 2.87, 37.51, 1008.06, -516.64, 
11:59:41.729 , 0.19, -0.01, -0.29, -12.70, 1.65, 0.18, -7.15, 1056.93, -528.82, 
11:59:41.744 , 0.19, -0.14, -0.21, -33.81, 2.44, -0.73, -7.15, 1056.93, -528.82, 
11:59:41.790 , 0.01, 0.07, 0.12, -2.99, -0.31, 0.24, 58.95, 1008.06, -513.16, 
11:59:41.790 , -0.19, 0.06, 0.22, 8.48, -2.93, 0.49, 58.95, 1008.06, -513.16, 
11:59:41.791 , -0.42, -0.01, 0.21, 14.10, -1.16, 1.53, -17.86, 1064.17, -528.82, 
11:59:41.831 , -0.37, -0.08, 0.15, -1.65, 1.65, 0.43, -17.86, 1064.17, -528.82, 
11:59:41.836 , -0.30, -0.06, 0.14, -25.57, 2.99, -1.16, 51.81, 1004.44, -509.68, 
11:59:41.836 , -0.41, 0.12, 0.37, 22.46, -3.30, 1.04, 51.81, 1004.44, -509.68, 
11:59:41.848 , -0.31, 0.22, 0.35, 14.83, -3.78, 2.08, -16.08, 1073.22, -530.56, 
11:59:41.888 , -0.25, -0.20, 0.04, -23.07, 2.56, -0.92, -16.08, 1058.74, -540.99, 
11:59:41.889 , 0.02, -0.01, -0.08, -6.96, 1.16, -0.12, 30.37, 1000.82, -509.68, 
11:59:41.894 , 0.09, 0.14, 0.05, 17.88, -2.87, 0.98, 62.52, 1015.30, -516.64, 
11:59:41.924 , 0.15, 0.12, -0.08, -3.30, -4.58, 0.61, -3.57, 1060.55, -528.82, 
11:59:41.925 , 0.07, -0.10, -0.14, -0.61, 1.46, 0.85, -30.37, 1055.12, -527.08, 
11:59:41.954 , 0.44, 0.04, -0.33, -2.44, 2.14, 0.24, 39.30, 991.78, -500.98, 
11:59:41.954 , 0.33, 0.05, -0.26, -10.99, -1.10, -0.67, -8.93, 1062.36, -537.51, 
11:59:41.984 , 0.18, 0.14, 0.00, 14.16, -3.97, 1.40, -8.93, 1062.36, -537.51, 
11:59:41.986 , 0.04, 0.12, -0.05, 14.65, 0.55, 1.95, 46.45, 999.02, -507.94, 
11:59:42.006 , 0.06, -0.22, -0.24, -18.86, 3.05, -0.79, 46.45, 999.02, -507.94, 
11:59:42.015 , -0.20, 0.09, 0.10, -6.41, 1.28, -0.06, 10.72, 1064.17, -532.29, 
11:59:42.029 , -0.34, 0.13, 0.43, 15.93, -3.36, 1.46, 10.72, 1064.17, -532.29, 
11:59:42.060 , -0.42, 0.02, 0.27, -4.03, -1.04, 0.55, 37.51, 986.35, -499.24, 
11:59:42.060 , -0.42, -0.15, 0.18, -4.09, 1.89, 0.24, 37.51, 986.35, -499.24, 
11:59:42.074 , -0.29, 0.08, 0.19, 2.20, 0.85, 0.37, -3.57, 1038.83, -525.34, 
11:59:42.091 , -0.29, 0.05, 0.25, -7.81, -2.81, -0.37, -3.57, 1038.83, -525.34, 
11:59:42.108 , -0.19, 0.16, 0.17, 10.19, -3.72, 1.22, 26.80, 997.21, -499.24, 
11:59:42.128 , 0.00, -0.09, -0.03, 8.61, 0.73, 1.34, 26.80, 997.21, -499.24, 
11:59:42.133 , 0.28, 0.01, -0.33, -18.68, 2.32, -1.22, -3.57, 1053.31, -535.77, 
11:59:42.150 , 0.24, 0.06, -0.16, 2.93, -2.87, -0.06, -3.57, 1053.31, -535.77, 
11:59:42.164 , 0.32, 0.24, -0.06, 17.09, -5.19, 1.95, 42.87, 1002.63, -497.50, 
11:59:42.180 , 0.26, -0.11, -0.28, -10.07, 1.34, 0.00, 42.87, 1002.63, -497.50, 
11:59:42.220 , 0.35, -0.09, -0.35, -8.73, 2.20, -0.49, -1.79, 1055.12, -534.03, 
11:59:42.220 , 0.24, 0.06, -0.06, 8.30, -0.79, 0.73, -1.79, 1055.12, -534.03, 
11:59:42.225 , 0.09, 0.09, 0.01, 0.61, -4.15, 0.49, 35.73, 995.40, -497.50, 
11:59:42.244 , -0.19, 0.04, 0.07, 6.65, 0.06, 1.34, 35.73, 995.40, -497.50, 
11:59:42.253 , -0.11, -0.10, 0.06, -1.59, 1.95, 0.43, 0.00, 1056.93, -549.69, 
11:59:42.270 , -0.27, 0.04, 0.08, -17.03, 2.56, -0.61, 0.00, 1056.93, -549.69, 
11:59:42.306 , -0.48, 0.11, 0.48, 10.13, -2.75, 0.61, 32.15, 1009.87, -504.46, 
11:59:42.306 , -0.48, 0.12, 0.43, 17.88, -2.56, 2.32, 32.15, 1009.87, -504.46, 
11:59:42.314 , -0.45, -0.18, 0.11, -14.10, 2.81, -0.55, -5.36, 1051.50, -551.43, 
11:59:42.329 , -0.24, 0.03, 0.11, -11.54, 1.40, -0.24, -5.36, 1051.50, -551.43, 
11:59:42.344 , -0.15, 0.12, 0.28, 10.62, -3.66, 1.10, 35.73, 1013.49, -507.94, 
11:59:42.381 , -0.02, 0.07, 0.04, -5.43, -3.36, 0.73, 35.73, 1013.49, -507.94, 
11:59:42.381 , -0.03, -0.14, -0.08, 26.61, 1.34, 0.92, 14.29, 1046.07, -528.82, 
11:59:42.390 , 0.36, 0.13, -0.31, -1.71, 1.04, 0.61, 14.29, 1046.07, -528.82, 
11:59:42.404 , 0.28, 0.02, -0.21, -32.17, -1.83, -0.79, 30.37, 1011.68, -509.68, 
11:59:42.420 , 0.21, 0.25, -0.11, 40.41, -4.94, 1.40, 30.37, 1011.68, -509.68, 
11:59:42.433 , 0.24, 0.13, -0.19, 11.96, 0.73, 2.14, 16.08, 1026.16, -530.56, 
11:59:42.450 , 0.31, -0.17, -0.33, -44.07, 2.87, -1.28, 16.08, 1026.16, -530.56, 
11:59:42.484 , -0.05, -0.08, 0.15, -6.47, 1.65, -0.18, 14.29, 1009.87, -494.03, 
11:59:42.486 , -0.12, 0.19, 0.23, 39.25, -3.48, 2.20, 14.29, 1009.87, -494.03, 
11:59:42.494 , -0.23, 0.05, 0.09, -9.77, -0.67, 0.49, 5.36, 1040.64, -530.56, 
11:59:42.520 , -0.35, -0.24, 0.11, -19.35, 2.56, -0.24, 5.36, 1040.64, -530.56, 
11:59:42.525 , -0.37, 0.08, 0.28, -0.79, 1.59, 0.73, 42.87, 1020.73, -500.98, 
11:59:42.557 , -0.46, 0.01, 0.32, 0.67, -3.05, -0.06, 42.87, 1020.73, -500.98, 
11:59:42.558 , -0.38, 0.18, 0.32, 15.38, -2.93, 1.28, 14.29, 1046.07, -539.25, 
11:59:42.587 , -0.22, -0.12, 0.11, 3.91, 1.10, 1.28, 14.29, 1046.07, -539.25, 
11:59:42.588 , 0.06, -0.03, -0.19, -25.82, 1.89, -1.10, 12.50, 1029.78, -492.29, 
11:59:42.618 , 0.06, 0.13, 0.02, 6.35, -3.36, 0.12, 12.50, 1029.78, -492.29, 
11:59:42.618 , 0.18, 0.22, 0.05, 23.80, -4.64, 2.56, 16.08, 1051.50, -547.95, 
11:59:42.660 , 0.16, -0.13, -0.28, -9.70, 1.89, -0.18, 16.08, 1051.50, -547.95, 
11:59:42.661 , 0.37, -0.04, -0.33, -11.17, 2.26, -0.12, 28.58, 1031.59, -494.03, 
11:59:42.663 , 0.29, 0.06, -0.11, 9.95, -1.28, 1.22, 28.58, 1031.59, -494.03, 
11:59:42.689 , 0.17, 0.11, -0.07, 1.71, -4.21, 0.61, 14.29, 1042.45, -553.17, 
11:59:42.689 , -0.09, 0.00, -0.06, 5.43, 0.49, 0.92, 14.29, 1042.45, -553.17, 
11:59:42.718 , 0.05, -0.10, -0.11, -3.05, 1.71, 0.79, 21.44, 1027.97, -487.07, 
11:59:42.719 , -0.18, 0.07, 0.04, -20.08, 1.89, -0.61, 21.44, 1031.59, -476.63, 
11:59:42.748 , -0.46, 0.12, 0.45, 11.23, -2.62, 0.67, 16.08, 1044.26, -554.91, 
11:59:42.749 , -0.44, 0.11, 0.36, 17.76, -2.69, 2.08, 37.51, 1033.40, -537.51, 
11:59:42.770 , -0.42, -0.15, 0.14, -17.94, 2.08, -0.92, 16.08, 1029.78, -495.76, 
11:59:42.779 , -0.37, 0.06, 0.18, -8.36, 1.83, -0.06, 8.93, 1026.16, -502.72, 
11:59:42.794 , -0.28, 0.10, 0.36, 15.32, -3.66, 1.40, 16.08, 1037.02, -558.39, 
11:59:42.810 , -0.16, 0.07, 0.13, -2.44, -3.42, 0.92, 16.08, 1029.78, -495.76, 
11:59:42.824 , -0.10, -0.17, -0.06, -0.73, 1.83, 0.31, 16.08, 1029.78, -495.76, 
11:59:42.859 , 0.30, 0.08, -0.24, 0.06, 1.22, 0.49, 19.65, 1033.40, -551.43, 
11:59:42.859 , 0.29, 0.02, -0.18, -9.89, -2.26, -0.24, 19.65, 1033.40, -551.43, 
11:59:42.869 , 0.24, 0.18, -0.09, 9.64, -4.39, 1.04, 17.86, 1035.21, -487.07, 
11:59:42.884 , 0.27, -0.02, -0.20, 14.28, 1.22, 2.32, 17.86, 1035.21, -487.07, 
11:59:42.898 , 0.42, -0.10, -0.43, -21.36, 2.81, -0.79, 32.15, 1027.97, -539.25, 
11:59:42.921 , 0.17, 0.09, -0.11, -4.39, -0.24, -0.31, 32.15, 1027.97, -539.25, 
11:59:42.929 , 0.07, 0.14, 0.13, 18.68, -5.68, 2.01, 5.36, 1040.64, -495.76, 
11:59:42.951 , -0.08, 0.03, 0.03, -2.08, 0.55, 0.61, 5.36, 1040.64, -495.76, 
11:59:42.968 , -0.16, -0.17, 0.01, -7.08, 2.87, -0.18, 50.02, 1035.21, -546.21, 
11:59:42.975 , -0.29, 0.11, 0.23, 3.30, 0.24, 0.92, 50.02, 1035.21, -546.21, 
11:59:42.988 , -0.39, 0.03, 0.35, -4.33, -2.50, 0.37, -1.79, 1044.26, -506.20, 
11:59:43.027 , -0.47, 0.12, 0.34, 8.54, -2.01, 0.92, -1.79, 1044.26, -506.20, 
11:59:43.028 , -0.38, -0.15, 0.15, 8.85, 0.98, 1.59, 39.30, 1013.49, -542.73, 
11:59:43.036 , -0.16, 0.01, 0.02, -23.62, 1.77, -1.10, 39.30, 1013.49, -542.73, 
11:59:43.049 , -0.23, 0.12, 0.24, 3.48, -3.05, 0.00, -1.79, 1033.40, -513.16, 
11:59:43.084 , -0.06, 0.17, 0.18, 22.46, -4.52, 2.69, -1.79, 1033.40, -513.16, 
11:59:43.084 , 0.02, -0.15, -0.12, -12.21, 2.01, -0.18, 37.51, 1029.78, -534.03, 
11:59:43.093 , 0.30, -0.02, -0.28, -9.95, 1.59, -0.37, 37.51, 1029.78, -534.03, 
11:59:43.127 , 0.32, 0.06, -0.15, 12.15, -2.08, 1.16, 7.15, 1038.83, -514.90, 
11:59:43.127 , 0.33, 0.15, -0.18, 0.31, -4.76, 0.61, 7.15, 1038.83, -514.90, 
11:59:43.139 , 0.15, -0.04, -0.15, 6.10, 1.22, 1.04, 42.87, 1024.35, -535.77, 
11:59:43.153 , 0.34, -0.11, -0.26, -1.65, 2.20, 0.98, 42.87, 1024.35, -535.77, 
11:59:43.168 , 0.08, 0.02, -0.06, -14.95, 0.73, -0.37, -1.79, 1037.02, -506.20, 
11:59:43.186 , -0.23, 0.16, 0.26, 9.58, -3.23, 0.61, -1.79, 1037.02, -506.20, 
11:59:43.215 , -0.30, 0.03, 0.20, 14.77, -2.08, 2.26, 41.09, 1029.78, -527.08, 
11:59:43.217 , -0.30, -0.19, 0.04, -15.75, 2.38, -0.61, 41.09, 1029.78, -527.08, 
11:59:43.245 , -0.37, 0.06, 0.20, -8.42, 1.59, -0.49, -8.93, 1058.74, -492.29, 
11:59:43.247 , -0.39, 0.09, 0.42, 19.90, -4.21, 2.14, -8.93, 1058.74, -492.29, 
11:59:43.300 , -0.32, 0.09, 0.28, 0.55, -2.14, 1.10, 42.87, 1013.49, -518.38, 
